dataset,clf,sampler,condition,seed,contam,f1,precision,recall,mcc,roc_auc,pr_auc,error
saudi_attrition,SVM-RBF,SMOTE,correct,2,0.1836734693877551,0.7345679012345679,0.7041420118343196,0.7677419354838709,0.517536584861438,0.8343556332432862,0.8198331000138404,
saudi_attrition,RandForest,SMOTE,leaked,2,0.1836734693877551,0.8293838862559242,0.7990867579908676,0.8620689655172413,0.6473340251159106,0.9185129462010726,0.9290504106904652,
saudi_attrition,RandForest,SMOTE,correct,2,0.1836734693877551,0.7023411371237458,0.7291666666666666,0.6774193548387096,0.4903848406429785,0.8461782933418083,0.8341290962417521,
saudi_attrition,GradBoost,SMOTE,leaked,2,0.1836734693877551,0.8436018957345972,0.8127853881278538,0.8768472906403941,0.6769829117624409,0.9227353248076876,0.935204807275516,
saudi_attrition,GradBoost,SMOTE,correct,2,0.1836734693877551,0.7090301003344481,0.7361111111111112,0.6838709677419355,0.5018817478433836,0.8432544096615286,0.8425039204443971,
saudi_attrition,XGBoost,SMOTE,leaked,2,0.1836734693877551,0.8571428571428571,0.8294930875576036,0.8866995073891626,0.7061147254592895,0.929020359630178,0.9418052950176944,
saudi_attrition,XGBoost,SMOTE,correct,2,0.1836734693877551,0.697986577181208,0.7272727272727273,0.6709677419354839,0.4844240224422249,0.8500873986969648,0.8425151005950201,
saudi_attrition,LogReg,Borderline,leaked,2,0.1496598639455782,0.8028169014084507,0.7668161434977578,0.8423645320197044,0.5890728203867459,0.8963818583319177,0.9057902550569864,
saudi_attrition,LogReg,Borderline,correct,2,0.1496598639455782,0.6942675159235668,0.6855345911949685,0.7032258064516129,0.4556478279260537,0.846019386620054,0.8370654164815441,
saudi_attrition,DecTree,Borderline,leaked,2,0.1496598639455782,0.7883211678832117,0.7788461538461539,0.7980295566502463,0.5716019827894465,0.8383484190346768,0.8148766311700808,
saudi_attrition,DecTree,Borderline,correct,2,0.1496598639455782,0.6624605678233438,0.6481481481481481,0.6774193548387096,0.394834573413149,0.7801366597807088,0.7496261436483387,
saudi_attrition,5NN,Borderline,leaked,2,0.1496598639455782,0.7342342342342343,0.6763485477178424,0.8029556650246306,0.4262539654985411,0.782353369409595,0.7283420889977428,
saudi_attrition,5NN,Borderline,correct,2,0.1496598639455782,0.6759002770083102,0.5922330097087378,0.7870967741935484,0.3742145972377774,0.7488638169394566,0.6300889228358819,
saudi_attrition,SVM-RBF,Borderline,leaked,2,0.1496598639455782,0.8322147651006712,0.7622950819672131,0.916256157635468,0.6438097496356873,0.8917712150258439,0.885051052283678,
saudi_attrition,SVM-RBF,Borderline,correct,2,0.1496598639455782,0.7044025157232704,0.6871165644171779,0.7225806451612903,0.4689704288933399,0.8244080724614651,0.7916626398917648,
saudi_attrition,RandForest,Borderline,leaked,2,0.1496598639455782,0.8215962441314554,0.7847533632286996,0.8620689655172413,0.6286743545303928,0.9131257734960808,0.9220723314967986,
saudi_attrition,RandForest,Borderline,correct,2,0.1496598639455782,0.7090301003344481,0.7361111111111112,0.6838709677419355,0.5018817478433836,0.848402987446369,0.8380838650914451,
saudi_attrition,GradBoost,Borderline,leaked,2,0.1496598639455782,0.839622641509434,0.8054298642533937,0.8768472906403941,0.6676544799415592,0.9229537237011332,0.9349234702335968,
